06/28/2012 05:34:04 PM	825	
Kinetic read cycle completed:	1  of  1
Well list:	a1r0(a1:h12) = (a1(a1:h12))
Data:	ABS DATA
Units:	O.D.
Display format:	%0.3f
A1	0.110037
A2	0.109216
A3	0.115688
A4	0.103625
A5	0.116647
A6	0.111237
A7	0.109442
A8	0.10749
A9	0.107775
A10	0.10689
A11	0.108852
A12	0.106103
B1	0.107432
B2	0.112911
B3	0.121046
B4	0.127739
B5	0.125797
B6	0.13587
B7	0.124155
B8	0.131003
B9	0.13383
B10	0.135022
B11	0.121543
B12	0.106446
C1	0.105325
C2	0.123376
C3	0.136202
C4	0.146657
C5	0.142699
C6	0.145502
C7	0.136985
C8	0.147687
C9	0.147882
C10	0.146172
C11	0.129349
C12	0.106929
D1	0.102451
D2	0.118724
D3	0.137586
D4	0.133567
D5	0.136161
D6	0.140565
D7	0.262627
D8	0.147187
D9	0.151091
D10	0.148566
D11	0.139455
D12	0.110917
E1	0.103911
E2	0.112518
E3	0.240127
E4	0.142444
E5	0.138971
E6	0.14206
E7	0.147023
E8	0.14447
E9	0.141009
E10	0.143368
E11	0.136014
E12	0.108628
F1	0.102898
F2	0.119527
F3	0.146562
F4	0.122287
F5	0.129701
F6	0.130192
F7	0.141823
F8	0.142246
F9	0.140039
F10	0.14555
F11	0.160366
F12	0.109425
G1	0.106798
G2	0.109935
G3	0.116351
G4	0.142684
G5	0.111757
G6	0.115964
G7	0.120631
G8	0.115186
G9	0.117573
G10	0.118627
G11	0.118871
G12	0.104107
H1	0.107763
H2	0.112376
H3	0.106739
H4	0.104852
H5	0.102116
H6	0.106874
H7	0.106691
H8	0.105344
H9	0.107246
H10	0.109154
H11	0.109692
H12	0.104699
Well list:	a1r1(a1:h12) = a1(a1:h12)-0
Data:	BACKGROUND SUBTRACTED DATA
Units:	O.D.
Display format:	%0.3f
A1	0.110037
A2	0.109216
A3	0.115688
A4	0.103625
A5	0.116647
A6	0.111237
A7	0.109442
A8	0.10749
A9	0.107775
A10	0.10689
A11	0.108852
A12	0.106103
B1	0.107432
B2	0.112911
B3	0.121046
B4	0.127739
B5	0.125797
B6	0.13587
B7	0.124155
B8	0.131003
B9	0.13383
B10	0.135022
B11	0.121543
B12	0.106446
C1	0.105325
C2	0.123376
C3	0.136202
C4	0.146657
C5	0.142699
C6	0.145502
C7	0.136985
C8	0.147687
C9	0.147882
C10	0.146172
C11	0.129349
C12	0.106929
D1	0.102451
D2	0.118724
D3	0.137586
D4	0.133567
D5	0.136161
D6	0.140565
D7	0.262627
D8	0.147187
D9	0.151091
D10	0.148566
D11	0.139455
D12	0.110917
E1	0.103911
E2	0.112518
E3	0.240127
E4	0.142444
E5	0.138971
E6	0.14206
E7	0.147023
E8	0.14447
E9	0.141009
E10	0.143368
E11	0.136014
E12	0.108628
F1	0.102898
F2	0.119527
F3	0.146562
F4	0.122287
F5	0.129701
F6	0.130192
F7	0.141823
F8	0.142246
F9	0.140039
F10	0.14555
F11	0.160366
F12	0.109425
G1	0.106798
G2	0.109935
G3	0.116351
G4	0.142684
G5	0.111757
G6	0.115964
G7	0.120631
G8	0.115186
G9	0.117573
G10	0.118627
G11	0.118871
G12	0.104107
H1	0.107763
H2	0.112376
H3	0.106739
H4	0.104852
H5	0.102116
H6	0.106874
H7	0.106691
H8	0.105344
H9	0.107246
H10	0.109154
H11	0.109692
H12	0.104699

06/28/2012 06:04:19 PM	825	
Kinetic read cycle completed:	1  of  1
Well list:	a1r0(a1:h12) = (a1(a1:h12))
Data:	ABS DATA
Units:	O.D.
Display format:	%0.3f
A1	0.103588
A2	0.0991939
A3	0.105257
A4	0.104429
A5	0.104407
A6	0.102126
A7	0.100937
A8	0.100354
A9	0.101037
A10	0.0993445
A11	0.101866
A12	0.100172
B1	0.100483
B2	0.101829
B3	0.105458
B4	0.101451
B5	0.104097
B6	0.107736
B7	0.0986493
B8	0.0992946
B9	0.103691
B10	0.100308
B11	0.103777
B12	0.100521
C1	0.100066
C2	0.10616
C3	0.102664
C4	0.102059
C5	0.102943
C6	0.103836
C7	0.110878
C8	0.103184
C9	0.103256
C10	0.103414
C11	0.103851
C12	0.100048
D1	0.101553
D2	0.100558
D3	0.101419
D4	0.106306
D5	0.0995476
D6	0.108352
D7	0.232706
D8	0.104421
D9	0.106462
D10	0.102039
D11	0.100543
D12	0.102757
E1	0.103128
E2	0.102359
E3	0.214798
E4	0.102048
E5	0.097886
E6	0.106761
E7	0.104891
E8	0.0990304
E9	0.102527
E10	0.0990125
E11	0.0991069
E12	0.102136
F1	0.100051
F2	0.0999728
F3	0.112322
F4	0.100965
F5	0.104215
F6	0.103777
F7	0.109376
F8	0.102221
F9	0.103505
F10	0.099618
F11	0.106438
F12	0.100827
G1	0.105121
G2	0.109246
G3	0.104503
G4	0.134279
G5	0.101318
G6	0.105515
G7	0.108126
G8	0.102023
G9	0.1052
G10	0.105523
G11	0.106237
G12	0.101684
H1	0.111064
H2	0.116228
H3	0.104395
H4	0.103379
H5	0.0982164
H6	0.103431
H7	0.104151
H8	0.104658
H9	0.106697
H10	0.107675
H11	0.107913
H12	0.104141
Well list:	a1r1(a1:h12) = a1(a1:h12)-0
Data:	BACKGROUND SUBTRACTED DATA
Units:	O.D.
Display format:	%0.3f
A1	0.103588
A2	0.0991939
A3	0.105257
A4	0.104429
A5	0.104407
A6	0.102126
A7	0.100937
A8	0.100354
A9	0.101037
A10	0.0993445
A11	0.101866
A12	0.100172
B1	0.100483
B2	0.101829
B3	0.105458
B4	0.101451
B5	0.104097
B6	0.107736
B7	0.0986493
B8	0.0992946
B9	0.103691
B10	0.100308
B11	0.103777
B12	0.100521
C1	0.100066
C2	0.10616
C3	0.102664
C4	0.102059
C5	0.102943
C6	0.103836
C7	0.110878
C8	0.103184
C9	0.103256
C10	0.103414
C11	0.103851
C12	0.100048
D1	0.101553
D2	0.100558
D3	0.101419
D4	0.106306
D5	0.0995476
D6	0.108352
D7	0.232706
D8	0.104421
D9	0.106462
D10	0.102039
D11	0.100543
D12	0.102757
E1	0.103128
E2	0.102359
E3	0.214798
E4	0.102048
E5	0.097886
E6	0.106761
E7	0.104891
E8	0.0990304
E9	0.102527
E10	0.0990125
E11	0.0991069
E12	0.102136
F1	0.100051
F2	0.0999728
F3	0.112322
F4	0.100965
F5	0.104215
F6	0.103777
F7	0.109376
F8	0.102221
F9	0.103505
F10	0.099618
F11	0.106438
F12	0.100827
G1	0.105121
G2	0.109246
G3	0.104503
G4	0.134279
G5	0.101318
G6	0.105515
G7	0.108126
G8	0.102023
G9	0.1052
G10	0.105523
G11	0.106237
G12	0.101684
H1	0.111064
H2	0.116228
H3	0.104395
H4	0.103379
H5	0.0982164
H6	0.103431
H7	0.104151
H8	0.104658
H9	0.106697
H10	0.107675
H11	0.107913
H12	0.104141

06/28/2012 06:34:33 PM	825	
Kinetic read cycle completed:	1  of  1
Well list:	a1r0(a1:h12) = (a1(a1:h12))
Data:	ABS DATA
Units:	O.D.
Display format:	%0.3f
A1	0.120345
A2	0.109816
A3	0.114477
A4	0.109892
A5	0.105613
A6	0.104094
A7	0.101992
A8	0.101061
A9	0.101791
A10	0.0989643
A11	0.10097
A12	0.0996175
B1	0.1155
B2	0.103378
B3	0.105581
B4	0.102018
B5	0.103985
B6	0.109425
B7	0.098878
B8	0.0994723
B9	0.104079
B10	0.0997202
B11	0.104063
B12	0.100663
C1	0.104132
C2	0.108558
C3	0.102673
C4	0.100039
C5	0.102121
C6	0.101512
C7	0.109242
C8	0.101159
C9	0.102245
C10	0.102277
C11	0.104997
C12	0.100084
D1	0.102821
D2	0.100702
D3	0.100884
D4	0.102738
D5	0.0976371
D6	0.105006
D7	0.233659
D8	0.101636
D9	0.103535
D10	0.100302
D11	0.100519
D12	0.103747
E1	0.107839
E2	0.104565
E3	0.2143
E4	0.100174
E5	0.0958385
E6	0.10628
E7	0.101781
E8	0.0964568
E9	0.100358
E10	0.0981133
E11	0.0988808
E12	0.103107
F1	0.107789
F2	0.10046
F3	0.111448
F4	0.100008
F5	0.102666
F6	0.100835
F7	0.107313
F8	0.100373
F9	0.101439
F10	0.0975221
F11	0.105602
F12	0.10104
G1	0.119675
G2	0.111792
G3	0.106688
G4	0.13506
G5	0.102485
G6	0.106986
G7	0.109252
G8	0.102514
G9	0.105668
G10	0.106297
G11	0.107431
G12	0.101713
H1	0.119654
H2	0.124143
H3	0.10776
H4	0.105828
H5	0.0983846
H6	0.105699
H7	0.106133
H8	0.106414
H9	0.111341
H10	0.109825
H11	0.110195
H12	0.112418
Well list:	a1r1(a1:h12) = a1(a1:h12)-0
Data:	BACKGROUND SUBTRACTED DATA
Units:	O.D.
Display format:	%0.3f
A1	0.120345
A2	0.109816
A3	0.114477
A4	0.109892
A5	0.105613
A6	0.104094
A7	0.101992
A8	0.101061
A9	0.101791
A10	0.0989643
A11	0.10097
A12	0.0996175
B1	0.1155
B2	0.103378
B3	0.105581
B4	0.102018
B5	0.103985
B6	0.109425
B7	0.098878
B8	0.0994723
B9	0.104079
B10	0.0997202
B11	0.104063
B12	0.100663
C1	0.104132
C2	0.108558
C3	0.102673
C4	0.100039
C5	0.102121
C6	0.101512
C7	0.109242
C8	0.101159
C9	0.102245
C10	0.102277
C11	0.104997
C12	0.100084
D1	0.102821
D2	0.100702
D3	0.100884
D4	0.102738
D5	0.0976371
D6	0.105006
D7	0.233659
D8	0.101636
D9	0.103535
D10	0.100302
D11	0.100519
D12	0.103747
E1	0.107839
E2	0.104565
E3	0.2143
E4	0.100174
E5	0.0958385
E6	0.10628
E7	0.101781
E8	0.0964568
E9	0.100358
E10	0.0981133
E11	0.0988808
E12	0.103107
F1	0.107789
F2	0.10046
F3	0.111448
F4	0.100008
F5	0.102666
F6	0.100835
F7	0.107313
F8	0.100373
F9	0.101439
F10	0.0975221
F11	0.105602
F12	0.10104
G1	0.119675
G2	0.111792
G3	0.106688
G4	0.13506
G5	0.102485
G6	0.106986
G7	0.109252
G8	0.102514
G9	0.105668
G10	0.106297
G11	0.107431
G12	0.101713
H1	0.119654
H2	0.124143
H3	0.10776
H4	0.105828
H5	0.0983846
H6	0.105699
H7	0.106133
H8	0.106414
H9	0.111341
H10	0.109825
H11	0.110195
H12	0.112418

06/28/2012 07:04:48 PM	825	
Kinetic read cycle completed:	1  of  1
Well list:	a1r0(a1:h12) = (a1(a1:h12))
Data:	ABS DATA
Units:	O.D.
Display format:	%0.3f
A1	0.127066
A2	0.119944
A3	0.129345
A4	0.121987
A5	0.116999
A6	0.11578
A7	0.11221
A8	0.112266
A9	0.11305
A10	0.10277
A11	0.103183
A12	0.100155
B1	0.125836
B2	0.11449
B3	0.117969
B4	0.109327
B5	0.108897
B6	0.116927
B7	0.101907
B8	0.103676
B9	0.106867
B10	0.100395
B11	0.105047
B12	0.101228
C1	0.109311
C2	0.119931
C3	0.108521
C4	0.102034
C5	0.102766
C6	0.102645
C7	0.113397
C8	0.101665
C9	0.102422
C10	0.101905
C11	0.106355
C12	0.1011
D1	0.117181
D2	0.107187
D3	0.102385
D4	0.103202
D5	0.0994978
D6	0.105174
D7	0.233463
D8	0.101747
D9	0.104255
D10	0.100179
D11	0.100549
D12	0.106206
E1	0.12297
E2	0.11329
E3	0.217037
E4	0.101115
E5	0.0966633
E6	0.109059
E7	0.101967
E8	0.0962876
E9	0.101087
E10	0.098411
E11	0.0988947
E12	0.11084
F1	0.122423
F2	0.110954
F3	0.116236
F4	0.100636
F5	0.104156
F6	0.101747
F7	0.110928
F8	0.101581
F9	0.102172
F10	0.0982745
F11	0.109881
F12	0.110874
