11/29/2012 02:52:16 PM	1190	
Kinetic read cycle completed:	1  of  1
Well list:	a1r0(a1:h12) = (a1(a1:h12))
Data:	ABS DATA
Units:	O.D.
Display format:	%0.3f
A1	0.117213
A2	0.116129
A3	0.113425
A4	0.109487
A5	0.117594
A6	0.11888
A7	0.127464
A8	0.131335
A9	0.137264
A10	0.141188
A11	0.12958
A12	0.129243
B1	0.108297
B2	0.109958
B3	0.107316
B4	0.107576
B5	0.112327
B6	0.114024
B7	0.122541
B8	0.113056
B9	0.127637
B10	0.137443
B11	0.132894
B12	0.147276
C1	0.105858
C2	0.10603
C3	0.109667
C4	0.104647
C5	0.107512
C6	0.11327
C7	0.107525
C8	0.108348
C9	0.116328
C10	0.116712
C11	0.117868
C12	0.128269
D1	0.0971194
D2	0.101133
D3	0.101384
D4	0.0990227
D5	0.0982766
D6	0.0994267
D7	0.102953
D8	0.101608
D9	0.105097
D10	0.101377
D11	0.103882
D12	0.101616
E1	0.101998
E2	0.102339
E3	0.102125
E4	0.103611
E5	0.102463
E6	0.101646
E7	0.10228
E8	0.10163
E9	0.105685
E10	0.101131
E11	0.101829
E12	0.101011
F1	0.0977183
F2	0.0986883
F3	0.103884
F4	0.100727
F5	0.10089
F6	0.100029
F7	0.0987894
F8	0.104168
F9	0.100822
F10	0.0996209
F11	0.118726
F12	0.101346
G1	0.100059
G2	0.103655
G3	0.101143
G4	0.0997078
G5	0.100981
G6	0.0972774
G7	0.100322
G8	0.09732
G9	0.0986055
G10	0.0979667
G11	0.0982403
G12	0.101193
H1	0.10265
H2	0.0980807
H3	0.100664
H4	0.0997388
H5	0.0999423
H6	0.10285
H7	0.0977035
H8	0.0986117
H9	0.101359
H10	0.102709
H11	0.102383
H12	0.101342
Well list:	a1r1(a1:h12) = a1(a1:h12)-0
Data:	BACKGROUND SUBTRACTED DATA
Units:	O.D.
Display format:	%0.3f
A1	0.117213
A2	0.116129
A3	0.113425
A4	0.109487
A5	0.117594
A6	0.11888
A7	0.127464
A8	0.131335
A9	0.137264
A10	0.141188
A11	0.12958
A12	0.129243
B1	0.108297
B2	0.109958
B3	0.107316
B4	0.107576
B5	0.112327
B6	0.114024
B7	0.122541
B8	0.113056
B9	0.127637
B10	0.137443
B11	0.132894
B12	0.147276
C1	0.105858
C2	0.10603
C3	0.109667
C4	0.104647
C5	0.107512
C6	0.11327
C7	0.107525
C8	0.108348
C9	0.116328
C10	0.116712
C11	0.117868
C12	0.128269
D1	0.0971194
D2	0.101133
D3	0.101384
D4	0.0990227
D5	0.0982766
D6	0.0994267
D7	0.102953
D8	0.101608
D9	0.105097
D10	0.101377
D11	0.103882
D12	0.101616
E1	0.101998
E2	0.102339
E3	0.102125
E4	0.103611
E5	0.102463
E6	0.101646
E7	0.10228
E8	0.10163
E9	0.105685
E10	0.101131
E11	0.101829
E12	0.101011
F1	0.0977183
F2	0.0986883
F3	0.103884
F4	0.100727
F5	0.10089
F6	0.100029
F7	0.0987894
F8	0.104168
F9	0.100822
F10	0.0996209
F11	0.118726
F12	0.101346
G1	0.100059
G2	0.103655
G3	0.101143
G4	0.0997078
G5	0.100981
G6	0.0972774
G7	0.100322
G8	0.09732
G9	0.0986055
G10	0.0979667
G11	0.0982403
G12	0.101193
H1	0.10265
H2	0.0980807
H3	0.100664
H4	0.0997388
H5	0.0999423
H6	0.10285
H7	0.0977035
H8	0.0986117
H9	0.101359
H10	0.102709
H11	0.102383
H12	0.101342

11/29/2012 03:22:30 PM	1190	
Kinetic read cycle completed:	1  of  1
Well list:	a1r0(a1:h12) = (a1(a1:h12))
Data:	ABS DATA
Units:	O.D.
Display format:	%0.3f
A1	0.104299
A2	0.103796
A3	0.104758
A4	0.108064
A5	0.110842
A6	0.108103
A7	0.11457
A8	0.117371
A9	0.12362
A10	0.126737
A11	0.118938
A12	0.117779
B1	0.100017
B2	0.101511
B3	0.100031
B4	0.101227
B5	0.105114
B6	0.108528
B7	0.114211
B8	0.105227
B9	0.117192
B10	0.123693
B11	0.121592
B12	0.133916
C1	0.0998291
C2	0.0999879
C3	0.1102
C4	0.103405
C5	0.109013
C6	0.11122
C7	0.108999
C8	0.107148
C9	0.115673
C10	0.115612
C11	0.117944
C12	0.117982
D1	0.0924037
D2	0.0965999
D3	0.0973473
D4	0.101595
D5	0.100216
D6	0.100749
D7	0.102954
D8	0.102268
D9	0.103841
D10	0.100057
D11	0.0994368
D12	0.0991554
E1	0.0968923
E2	0.100055
E3	0.101066
E4	0.102864
E5	0.104117
E6	0.102949
E7	0.102139
E8	0.102373
E9	0.105455
E10	0.100726
E11	0.10101
E12	0.0982107
F1	0.0933923
F2	0.0943399
F3	0.0999654
F4	0.102057
F5	0.100805
F6	0.101518
F7	0.102297
F8	0.10673
F9	0.101391
F10	0.10137
F11	0.114158
F12	0.0970957
G1	0.0962791
G2	0.102462
G3	0.0988384
G4	0.100208
G5	0.0983904
G6	0.0981049
G7	0.101796
G8	0.0978883
G9	0.0966773
G10	0.0957641
G11	0.0988287
G12	0.0971288
H1	0.104362
H2	0.0961064
H3	0.098641
H4	0.0974715
H5	0.0968063
H6	0.101153
H7	0.0963794
H8	0.0959023
H9	0.0991372
H10	0.0998286
H11	0.0999043
H12	0.0987824
Well list:	a1r1(a1:h12) = a1(a1:h12)-0
Data:	BACKGROUND SUBTRACTED DATA
Units:	O.D.
Display format:	%0.3f
A1	0.104299
A2	0.103796
A3	0.104758
A4	0.108064
A5	0.110842
A6	0.108103
A7	0.11457
A8	0.117371
A9	0.12362
A10	0.126737
A11	0.118938
A12	0.117779
B1	0.100017
B2	0.101511
B3	0.100031
B4	0.101227
B5	0.105114
B6	0.108528
B7	0.114211
B8	0.105227
B9	0.117192
B10	0.123693
B11	0.121592
B12	0.133916
C1	0.0998291
C2	0.0999879
C3	0.1102
C4	0.103405
C5	0.109013
C6	0.11122
C7	0.108999
C8	0.107148
C9	0.115673
C10	0.115612
C11	0.117944
C12	0.117982
D1	0.0924037
D2	0.0965999
D3	0.0973473
D4	0.101595
D5	0.100216
D6	0.100749
D7	0.102954
D8	0.102268
D9	0.103841
D10	0.100057
D11	0.0994368
D12	0.0991554
E1	0.0968923
E2	0.100055
E3	0.101066
E4	0.102864
E5	0.104117
E6	0.102949
E7	0.102139
E8	0.102373
E9	0.105455
E10	0.100726
E11	0.10101
E12	0.0982107
F1	0.0933923
F2	0.0943399
F3	0.0999654
F4	0.102057
F5	0.100805
F6	0.101518
F7	0.102297
F8	0.10673
F9	0.101391
F10	0.10137
F11	0.114158
F12	0.0970957
G1	0.0962791
G2	0.102462
G3	0.0988384
G4	0.100208
G5	0.0983904
G6	0.0981049
G7	0.101796
G8	0.0978883
G9	0.0966773
G10	0.0957641
G11	0.0988287
G12	0.0971288
H1	0.104362
H2	0.0961064
H3	0.098641
H4	0.0974715
H5	0.0968063
H6	0.101153
H7	0.0963794
H8	0.0959023
H9	0.0991372
H10	0.0998286
H11	0.0999043
H12	0.0987824

11/29/2012 03:52:44 PM	1190	
Kinetic read cycle completed:	1  of  1
Well list:	a1r0(a1:h12) = (a1(a1:h12))
Data:	ABS DATA
Units:	O.D.
Display format:	%0.3f
A1	0.109964
A2	0.10783
A3	0.108274
A4	0.110035
A5	0.110493
A6	0.109027
A7	0.113715
A8	0.117627
A9	0.125993
A10	0.125648
A11	0.117248
A12	0.116854
B1	0.104644
B2	0.102469
B3	0.099859
B4	0.101901
B5	0.105155
B6	0.108884
B7	0.113378
B8	0.106501
B9	0.11785
B10	0.124261
B11	0.122966
B12	0.136099
C1	0.101268
C2	0.100696
C3	0.105
C4	0.10005
C5	0.104355
C6	0.106295
C7	0.106813
C8	0.103489
C9	0.109039
C10	0.111682
C11	0.115991
C12	0.119321
D1	0.0935666
D2	0.097378
D3	0.0965419
D4	0.0978822
D5	0.0981077
D6	0.10001
D7	0.100925
D8	0.100999
D9	0.102124
D10	0.0976689
D11	0.0997051
D12	0.0994857
E1	0.099888
E2	0.10113
E3	0.0986884
E4	0.0982275
E5	0.099881
E6	0.101233
E7	0.0988053
E8	0.100595
E9	0.102875
E10	0.0976522
E11	0.0994319
E12	0.0994535
F1	0.0994675
F2	0.0955959
F3	0.0987389
F4	0.0991972
F5	0.0999098
F6	0.0982529
F7	0.0998463
F8	0.103014
F9	0.0990113
F10	0.0979605
F11	0.112567
F12	0.0976755
G1	0.104636
G2	0.105379
G3	0.100219
G4	0.100344
G5	0.0993931
G6	0.0972429
G7	0.10097
G8	0.0968214
G9	0.0965628
G10	0.0963396
G11	0.0995514
G12	0.0981465
H1	0.109405
H2	0.103207
H3	0.102551
H4	0.0988642
H5	0.0971213
H6	0.102186
H7	0.0972583
H8	0.097218
H9	0.100872
H10	0.101241
H11	0.100421
H12	0.104012
Well list:	a1r1(a1:h12) = a1(a1:h12)-0
Data:	BACKGROUND SUBTRACTED DATA
Units:	O.D.
Display format:	%0.3f
A1	0.109964
A2	0.10783
A3	0.108274
A4	0.110035
A5	0.110493
A6	0.109027
A7	0.113715
A8	0.117627
A9	0.125993
A10	0.125648
A11	0.117248
A12	0.116854
B1	0.104644
B2	0.102469
B3	0.099859
B4	0.101901
B5	0.105155
B6	0.108884
B7	0.113378
B8	0.106501
B9	0.11785
B10	0.124261
B11	0.122966
B12	0.136099
C1	0.101268
C2	0.100696
C3	0.105
C4	0.10005
C5	0.104355
C6	0.106295
C7	0.106813
C8	0.103489
C9	0.109039
C10	0.111682
C11	0.115991
C12	0.119321
D1	0.0935666
D2	0.097378
D3	0.0965419
D4	0.0978822
D5	0.0981077
D6	0.10001
D7	0.100925
D8	0.100999
D9	0.102124
D10	0.0976689
D11	0.0997051
D12	0.0994857
E1	0.099888
E2	0.10113
E3	0.0986884
E4	0.0982275
E5	0.099881
E6	0.101233
E7	0.0988053
E8	0.100595
E9	0.102875
E10	0.0976522
E11	0.0994319
E12	0.0994535
F1	0.0994675
F2	0.0955959
F3	0.0987389
F4	0.0991972
F5	0.0999098
F6	0.0982529
F7	0.0998463
F8	0.103014
F9	0.0990113
F10	0.0979605
F11	0.112567
F12	0.0976755
G1	0.104636
G2	0.105379
G3	0.100219
G4	0.100344
G5	0.0993931
G6	0.0972429
G7	0.10097
G8	0.0968214
G9	0.0965628
G10	0.0963396
G11	0.0995514
G12	0.0981465
H1	0.109405
H2	0.103207
H3	0.102551
H4	0.0988642
H5	0.0971213
H6	0.102186
H7	0.0972583
H8	0.097218
H9	0.100872
H10	0.101241
H11	0.100421
H12	0.104012

11/29/2012 04:22:58 PM	1190	
Kinetic read cycle completed:	1  of  1
Well list:	a1r0(a1:h12) = (a1(a1:h12))
Data:	ABS DATA
Units:	O.D.
Display format:	%0.3f
A1	0.113831
A2	0.112578
A3	0.115821
A4	0.118918
A5	0.117804
A6	0.115107
A7	0.119308
A8	0.123686
A9	0.131477
A10	0.127061
A11	0.118778
A12	0.1186
B1	0.111331
B2	0.110403
B3	0.104825
B4	0.104908
B5	0.106509
B6	0.110532
B7	0.113726
B8	0.107066
B9	0.11965
B10	0.125014
B11	0.124816
B12	0.137051
C1	0.105089
C2	0.107185
C3	0.106544
C4	0.101331
C5	0.10571
C6	0.106939
C7	0.108776
C8	0.103423
C9	0.109761
C10	0.112148
C11	0.11786
C12	0.121033
D1	0.102124
D2	0.100728
D3	0.0971548
D4	0.0981091
D5	0.0993589
D6	0.10107
D7	0.101031
D8	0.100483
D9	0.102363
D10	0.0979723
D11	0.0996664
D12	0.0998698
E1	0.109577
E2	0.106533
E3	0.0997966
E4	0.0991257
E5	0.100952
E6	0.101913
E7	0.099121
E8	0.0989355
